article_id,published_et,market_date,primary_ticker,more_tickers,category,vix,sp500_mae_10d_pct,nasdaq_mae_10d_pct,title
11189,2025-10-28 13:48,2025-10-28,NVDA,,real news,16.42,0.611,0.83,NVIDIA Makes the World Robotaxi-Ready With Uber Partnership to Support Global Expansion
11192,2025-10-28 13:52,2025-10-28,NVDA,ORCL,real news,16.42,0.611,0.83,NVIDIA and Oracle to Build US Department of Energy’s Largest AI Supercomputer for Scientific Discovery
11196,2025-10-28 14:30,2025-10-28,NVDA,,real news,16.42,0.611,0.83,RADCOM Launches High-Capacity User Analytics Solution - Radcom (NASDAQ:RDCM)
11200,2025-10-28 15:28,2025-10-28,CRWD,NVDA,real news,16.42,0.611,0.83,CrowdStrike Stock Climbing After NVIDIA Partnership Announcement - CrowdStrike Holdings (NASDAQ:CRWD)
11214,2025-10-29 04:00,2025-10-29,NOK,NVDA,real news,16.92,0.571,0.837,Nokia deploys future-ready network architecture to enhance Zayo’s leading IP network infrastructure
11217,2025-10-29 05:00,2025-10-29,NVDA,,real news,16.92,0.571,0.837,"CMR Surgical Adopts NVIDIA IGX THOR for AI-Powered, Next Generation Surgical Robotics"
11231,2025-10-29 10:20,2025-10-29,NVDA,ORCL,real news,16.92,0.571,0.837,"Nvidia, Oracle To Build DOE's Largest AI Supercomputer - NVIDIA (NASDAQ:NVDA)"
11244,2025-10-29 14:00,2025-10-29,MSFT,,real news,16.92,0.571,0.837,Egnyte Joins the Pax8 Marketplace
11248,2025-10-29 14:26,2025-10-29,NVDA,,real news,16.92,0.571,0.837,"Eli Lilly Advances AI And Access: Supercomputer With NVIDIA, Zepbound Via Walmart - Eli Lilly (NYSE:LLY),"
11257,2025-10-29 17:19,2025-10-29,AMZN,MSFT,real news,16.92,0.571,0.837,Microsoft Says Azure Recovery Underway After Major Outage; AWS Says Services Operating Normally (UPDATED)
11259,2025-10-29 18:44,2025-10-29,GOOG,GOOGL,real news,16.92,0.571,0.837,Allied Announces Third-Quarter Results
11272,2025-10-30 06:00,2025-10-30,ON,,real news,16.91,0.613,0.943,onsemi Unveils Vertical GaN Semiconductors: A Breakthrough for AI and Electrification
11277,2025-10-30 08:00,2025-10-30,MCHP,,real news,16.91,0.613,0.943,Next-Generation of Optical Ethernet PHY Transceivers Deliver Precision Time Protocol and MACsec Encryption for Long-Reach Networking
11281,2025-10-30 09:00,2025-10-30,NVDA,,real news,16.91,0.613,0.943,EndoQuest to Advance Next-Generation Surgical Robotics powered by NVIDIA IGX Thor
11287,2025-10-30 10:05,2025-10-30,NVDA,,real news,16.91,0.613,0.943,Why Is Eli Lilly Stock Trading Higher After Earnings? - Eli Lilly (NYSE:LLY)
11291,2025-10-30 12:00,2025-10-30,GLW,,real news,16.91,0.613,0.943,All Weather Group and Corning Forge Path Toward the Future of Window Performance
11311,2025-10-30 18:00,2025-10-30,SIMO,,real news,16.91,0.613,0.943,"Silicon Motion Announces Results for the Period Ended September 30, 2025"
11320,2025-10-31 02:00,2025-10-31,NVDA,,real news,17.44,0.589,0.867,NVIDIA and Hyundai Motor Group Team on AI Factory to Power AI-Driven Mobility Solutions
11318,2025-10-31 02:00,2025-10-31,NVDA,SNPS,real news,17.44,0.589,0.867,NVIDIA and SK Group Build AI Factory to Drive Korea’s Manufacturing and Digital Transformation
11319,2025-10-31 02:00,2025-10-31,NVDA,SNPS|CDNS,real news,17.44,0.589,0.867,NVIDIA and Samsung Build AI Factory to Transform Global Intelligent Manufacturing
11328,2025-10-31 04:15,2025-10-31,NVDA,,real news,17.44,0.589,0.867,"Nvidia To Supply Over 260,000 AI Chips To South Korean Government, Samsung, Hyundai, SK Group - Apple (NA"
11338,2025-10-31 10:02,2025-10-31,AMAT,,real news,17.44,0.589,0.867,Carlyle Group Shares Fall As Buyout Fund Declines Drag Q3 Results. - Carlyle Group (NASDAQ:CG)
11378,2025-11-02 07:27,2025-10-31,APLD,CDNS,real news,17.44,0.589,0.867,Applied Digital Director Sells $2.6 Million in Stock Amid 400% Rally | The Motley Fool
11375,2025-11-02 08:39,2025-10-31,AMD,AMZN|NVDA|GFS|PLTR,real news,17.44,0.589,0.867,"Consumer Tech News (Oct 27-31): Nvidia Surpasses $5T Market Cap, Trump-Xi Meeting Concludes, Big Tech Rep"
11434,2025-11-03 08:31,2025-11-03,MSFT,NVDA,real news,17.17,0.504,0.897,Elevation Capital Advisory Loads Up Principal U.S. Mega-Cap ETF Shares in Q3 | The Motley Fool
11417,2025-11-03 10:17,2025-11-03,VRT,,real news,17.17,0.504,0.897,Vertiv Holdings Acquires PurgeRite In $1B Deal To Expand Liquid Cooling Solutions - Vertiv Holdings (NYSE
11420,2025-11-03 10:51,2025-11-03,ETN,VRT,real news,17.17,0.504,0.897,Eaton Makes $9.5 Billion Move Into AI Cooling Technology With Boyd Thermal Acquisition - Eaton Corp (NYSE
11419,2025-11-03 11:00,2025-11-03,DELL,,real news,17.17,0.504,0.897,D&H Canada Expands Portfolio with Addition of Dell Solutions and Services
11433,2025-11-03 16:28,2025-11-03,PLTR,,real news,17.17,0.504,0.897,"Palantir Q3 Earnings: Revenue, EPS Blow Past Estimates As US Commercial Business Booms - Palantir Technol"
11510,2025-11-05 02:08,2025-11-05,MSFT,,real news,18.01,0.605,0.984,Onassis Holdings Appoints Esq. Paz Itzhaki-Weinberger to Advisory Board to Oversee International Law and
11521,2025-11-05 06:00,2025-11-05,MSFT,,real news,18.01,0.605,0.984,Jabra Expands Meeting Room Portfolio with the Launch of Jabra Scheduler
11524,2025-11-05 06:23,2025-11-05,AMZN,,real news,18.01,0.605,0.984,"Beta Technologies Raises Over $1 Billion In NYSE Debut, CEO Explains How New IPO Framework In Shutdown He"
11541,2025-11-05 09:39,2025-11-05,CRWD,,real news,18.01,0.605,0.984,CrowdStrike Unveils Advanced Falcon Features & More - CrowdStrike Holdings (NASDAQ:CRWD)
11540,2025-11-05 10:57,2025-11-05,CLS,NVDA,real news,18.01,0.605,0.984,Canadian General Investments: Investment Update - Unaudited
11554,2025-11-05 17:03,2025-11-05,NVDA,,real news,18.01,0.605,0.984,Lucid Stock Slides On Q3 Earnings As EV Maker Announces Organizational Changes - Lucid Group (NASDAQ:LCID
11556,2025-11-05 19:42,2025-11-05,GOOG,GOOGL,real news,18.01,0.605,0.984,Cipher Mining Inc. Announces Pricing of $1.4 Billion of Senior Secured Notes
11562,2025-11-05 20:30,2025-11-05,NVDA,,real news,18.01,0.605,0.984,"WeRide Lists on Hong Kong Stock Exchange, Becoming World's First Publicly Traded Robotaxi Company in Hong"
11559,2025-11-05 20:30,2025-11-05,NVDA,,real news,18.01,0.605,0.984,"WeRide Lists on Hong Kong Stock Exchange, Becoming World's First Publicly Traded Robotaxi Company in Hong Kong and US"
11563,2025-11-05 23:30,2025-11-05,LNVGY,MSFT,real news,18.01,0.605,0.984,"Lakeside Software ने Azure India में नया SysTrack Cloud क्षेत्र शरूु कया, भारतीय उद्यमों के लए तज़े डटेा-प्रसस्ंकरण और स्थानीय डटेा-सरक्षाु को मलेगा समथन"
11561,2025-11-05 23:30,2025-11-05,LNVGY,MSFT,real news,18.01,0.605,0.984,Lakeside Software Expands Global Footprint with New SysTrack Cloud Region in Azure India
12086,2025-11-19 04:00,2025-11-19,GOOG,GOOGL|META,real news,23.66,0.685,0.996,TAHO Raises $3.5 Million Seed Round to Redefine Compute Infrastructure for the AI Era
12110,2025-11-19 09:00,2025-11-19,DELL,HPE|IBM|LNVGY|NTAP|AVGO,real news,23.66,0.685,0.996,Broadcom Introduces the World’s First Quantum-Safe Gen 8 128G SAN Switch Portfolio
12116,2025-11-19 10:30,2025-11-19,NVDA,,real news,23.66,0.685,0.996,iPR Software to Acquire Minority Shares from Founder Eric Schwartzman
12121,2025-11-19 12:04,2025-11-19,ADBE,,real news,23.66,0.685,0.996,Semrush Rockets As Adobe Moves To Buy It For $1.9 Billion In Cash
12126,2025-11-19 13:18,2025-11-19,ADBE,,real news,23.66,0.685,0.996,Adobe Stock Hits Fresh 52-Week Lows After All-Cash Deal For Semrush - Adobe (NASDAQ:ADBE)
12134,2025-11-19 15:46,2025-11-19,AMZN,META|MSFT,real news,23.66,0.685,0.996,"Dan Loeb Raises Microsoft Stake 175% In Big-Tech Push, Dumps Workday And More (CORRECTED) - Amazon.com (N"
12136,2025-11-19 15:53,2025-11-19,AMZN,IBM|INTC,real news,23.66,0.685,0.996,Infoblox Launches Predictive DNS-Based Threat Protection Solution on AWS
12655,2025-12-03 03:00,2025-12-03,NOK,,real news,16.08,0.754,0.96,Nokia and du set new benchmark in 5G innovation with autonomous network slicing in industry first
12658,2025-12-03 04:00,2025-12-03,NOK,,real news,16.08,0.754,0.96,Nokia powers Dutch digital services with next-generation 800G-ready KPN core and transport network
12665,2025-12-03 05:23,2025-12-03,GOOG,GOOGL|MSFT|NVDA|AVGO,real news,16.08,0.754,0.96,"Nvidia CFO Says No 'Definitive Agreement' With OpenAI Yet, Dismisses Google TPU Threat - Alphabet (NASDAQ"
12669,2025-12-03 06:00,2025-12-03,IREN,,real news,16.08,0.754,0.96,IREN Prices $2 Billion Convertible Notes Offering
12673,2025-12-03 07:30,2025-12-03,AMD,HPE|NVDA,real news,16.08,0.754,0.96,What's Going On With Hewlett Packard Stock Wednesday? - Hewlett Packard (NYSE:HPE)
12700,2025-12-03 13:30,2025-12-03,BELFA,BELFB,real news,16.08,0.754,0.96,Bel Announces Expected Impairment Charge Related to Innolectric Investment
12708,2025-12-03 15:29,2025-12-03,CLS,NVDA,real news,16.08,0.754,0.96,Canadian General Investments: Investment Update - Unaudited
12714,2025-12-03 16:15,2025-12-03,CARR,,real news,16.08,0.754,0.96,Carrier Board of Directors Announces Increase in Quarterly Dividend to $0.24 per Share - Carrier Global (
12725,2025-12-04 02:21,2025-12-04,AMZN,GOOG|GOOGL|META|MSFT,real news,15.78,0.723,0.924,Mark Zuckerberg's Meta To Likely Face EU Antitrust Probe Over WhatsApp AI Tool: Report - Amazon.com (NASD
12745,2025-12-04 06:55,2025-12-04,UMC,,real news,15.78,0.723,0.924,What's Going On With United Microelectronics Stock Thursday? - United Microelectronics (NYSE:UMC)
12766,2025-12-04 14:41,2025-12-04,SNOW,,real news,15.78,0.723,0.924,"PROLIM Accelerates Agentic AI Capabilities with Acquisition of Kasmo Digital, a Leading Salesforce Summit"
12783,2025-12-05 05:42,2025-12-05,NVDA,PLTR,real news,15.41,0.59,0.739,What's Going On With Palantir Stock Friday? - Palantir Technologies (NASDAQ:PLTR)
12789,2025-12-05 06:45,2025-12-05,AMZN,NVDA,real news,15.41,0.59,0.739,Amazon's AI Chip Trainium2 Hits Multi-Billion Dollar Revenue Run Rate As CEO Andy Jassy Unveils 4X Faster
12798,2025-12-05 09:36,2025-12-05,NVDA,PLTR,real news,15.41,0.59,0.739,What's Going On With Palantir Stock Friday? - Palantir Technologies (NASDAQ:PLTR)
12800,2025-12-05 10:49,2025-12-05,IBM,,real news,15.41,0.59,0.739,"Verusen Appoints Stuart Lynch as Director, Customer Success & Value Realization"
12891,2025-12-07 21:00,2025-12-05,DLR,ORCL,real news,15.41,0.59,0.739,Digital Realty Announces Access to Oracle Cloud Infrastructure in Singapore via FastConnect
12899,2025-12-08 02:31,2025-12-08,IBM,PANW,real news,16.66,0.52,0.665,"IBM Reportedly Nears $11 Billion Deal To Acquire Confluent, In Big Push Into Real-Time AI Data - Salesfor"
12907,2025-12-08 06:00,2025-12-08,LNVGY,,real news,16.66,0.52,0.665,Eshallgo Provides 2025 Update on Office-Solutions Operations and AI Development
12910,2025-12-08 08:45,2025-12-08,GOOG,GOOGL|NVDA|QCOM|SNPS,real news,16.66,0.52,0.665,Global AI-Powered Humanoid Robots Market Size Expected to Reach $7.73 Billion as Engineering Drastically Improves
12913,2025-12-08 09:30,2025-12-08,NVDA,,real news,16.66,0.52,0.665,CIMG Inc. Announces Execution of Computing Power Product Sales Contracts Totaling Approximately USD 1.779
12918,2025-12-08 13:00,2025-12-08,NVDA,INTC,real news,16.66,0.52,0.665,"AlphaTON Capital Deploys First H200 GPUs on Cocoon AI Network, Launches Revolutionary #OwnYourNode Program to Democratize AI Infrastructure Ownership"
12934,2025-12-09 03:16,2025-12-09,NVDA,,real news,16.93,0.381,0.409,US Arrests Chinese Duo In Nvidia Chip Smuggling Scheme As Trump Loosens China Export Rules - NVIDIA (NASD
12948,2025-12-09 09:00,2025-12-09,PATH,,real news,16.93,0.381,0.409,UiPath and Talkdesk join forces to transform customer experience journeys
12972,2025-12-09 15:30,2025-12-09,SNOW,,real news,16.93,0.381,0.409,Coalesce Announces General Availability of Coalesce Copilot: The AI-Powered Assistant for Modern Data Teams
12985,2025-12-10 03:21,2025-12-10,AMZN,GOOG|GOOGL|INTC|MSFT,real news,15.77,0.354,0.374,"Amazon Pledges $35 Billion To Supercharge India's AI, Cloud Market And Create 1 Million Jobs By 2030 - Am"
12990,2025-12-10 07:00,2025-12-10,PLAB,,real news,15.77,0.354,0.374,Photronics Reports Full Year and Fourth Quarter Fiscal 2025 Results
12993,2025-12-10 07:03,2025-12-10,GOOG,GOOGL|META|MSFT,real news,15.77,0.354,0.374,"Google Faces EU Antitrust Probe On YouTube Rules, AI Model Training In Latest Crackdown (UPDATED) - Alpha"
12996,2025-12-10 07:27,2025-12-10,AVGO,MSFT|NVDA,real news,15.77,0.354,0.374,"Nvidia Supplier SK Hynix Mulls New York Listing Amid Soaring AI Chip Demand - Broadcom (NASDAQ:AVGO), Mic"
12997,2025-12-10 07:49,2025-12-10,LNVGY,,real news,15.77,0.354,0.374,Reborn Unisplendour Files For Hong Kong IPO
13002,2025-12-10 09:00,2025-12-10,SNOW,MSFT,real news,15.77,0.354,0.374,ThoughtSpot Launches Four BI Agents that Work as a Team to Deliver Modern Analytics
13007,2025-12-10 10:48,2025-12-10,CARR,,real news,15.77,0.354,0.374,Why Is APi Group Stock Surging Wednesday? - APi Group (NYSE:APG)
13030,2025-12-10 17:30,2025-12-10,GFS,,real news,15.77,0.354,0.374,GlobalFoundries Appoints Sam Franklin as Chief Financial Officer
13035,2025-12-11 02:00,2025-12-11,STM,,real news,14.85,0.308,0.318,La BEI et STMicroelectronics annoncent un accord de 1 milliard d’euros pour renforcer la compétitivité et l’autonomie stratégique de l’Europe
13037,2025-12-11 02:00,2025-12-11,STM,,real news,14.85,0.308,0.318,EIB and STMicroelectronics announce €1 billion agreement to boost Europe’s competitiveness and strategic autonomy
13044,2025-12-11 04:05,2025-12-11,MSFT,,real news,14.85,0.308,0.318,"Microsoft CEO Satya Nadella Meets Indian Tycoon Gautam Adani, Who Was Charged By US For Fraud: 'Always A"
13062,2025-12-11 10:00,2025-12-11,CSCO,,real news,14.85,0.308,0.318,LVT Appoints Three C-Suite Executives to Support Rapid Company Growth
13070,2025-12-11 13:00,2025-12-11,AMZN,,real news,14.85,0.308,0.318,Rogers Xfinity Introduces Amazon Luna
13068,2025-12-11 13:00,2025-12-11,AMZN,,real news,14.85,0.308,0.318,Rogers Xfinity accueille Amazon Luna
13110,2025-12-12 07:04,2025-12-12,GOOG,GOOGL,real news,15.74,0.361,0.422,"Google Unveils Gemini Deep Research The Same Day As OpenAI's GPT-5.2 Launch, Intensifying AI Face-Off - A"
13111,2025-12-12 07:30,2025-12-12,AMAT,,real news,15.74,0.361,0.422,Applied Materials Announces Cash Dividend - Applied Materials (NASDAQ:AMAT)
13204,2025-12-15 05:40,2025-12-15,INTC,NVDA,real news,16.5,0.33,0.443,Intel Eyes $1.6 Billion AI Chip Buy As It Takes On Nvidia's Turf - Intel (NASDAQ:INTC)
13212,2025-12-15 08:20,2025-12-15,ADBE,NVDA,real news,16.5,0.33,0.443,EXCLUSIVE: Avalon GloboCare Buys AI Video Firm In $19.5 Million Deal - Avalon Globocare (NASDAQ:ALBT)
13215,2025-12-15 09:36,2025-12-15,NOW,,real news,16.5,0.33,0.443,ServiceNow In Talks To Buy Cybersecurity Unicorn Armis - ServiceNow (NYSE:NOW)
13234,2025-12-15 10:12,2025-12-15,AMZN,,real news,16.5,0.33,0.443,iRobot Files for Chapter 11 Amid Rising Competition and Tariff Pressures | The Motley Fool
13241,2025-12-15 14:32,2025-12-15,ADBE,,real news,16.5,0.33,0.443,AI Competition And Budget Cuts Cloud Adobe's Growth Outlook - Adobe (NASDAQ:ADBE)
13242,2025-12-15 16:01,2025-12-15,FORM,,real news,16.5,0.33,0.443,FormFactor Expands Silicon Photonics Test Capabilities With Acquisition of Keystone Photonics - FormFacto
13246,2025-12-15 19:00,2025-12-15,MSFT,,real news,16.5,0.33,0.443,Carbon Streaming Announces Amendment to Azuero Reforestation Carbon Removal Stream
13263,2025-12-16 05:12,2025-12-16,GOOG,GOOGL,real news,16.48,0.339,0.407,What's Going On With TotalEnergies Stock Tuesday? - TotalEnergies (NYSE:TTE)
13271,2025-12-16 07:44,2025-12-16,AMZN,,real news,16.48,0.339,0.407,"Amazon, Mill Unveil AI-Powered Food Waste Fix For Grocers - Amazon.com (NASDAQ:AMZN)"
13272,2025-12-16 09:00,2025-12-16,AMZN,,real news,16.48,0.339,0.407,CloudBolt Signs Strategic Collaboration Agreement with AWS
13314,2025-12-17 01:32,2025-12-17,META,,real news,17.62,0.415,0.571,Mark Zuckerberg's Meta Turned Blind-Eye To China-Based Scam Ads To Fuel Billions In Revenue: Report (UPDA
13323,2025-12-17 05:32,2025-12-17,PLTR,,real news,17.62,0.415,0.571,"Palantir, Accenture Team Up To Scale Enterprise AI - Palantir Technologies (NASDAQ:PLTR)"
13326,2025-12-17 07:00,2025-12-17,NVDA,,real news,17.62,0.415,0.571,CMR Surgical secures 510(k) clearance of its Versius Plus robotic surgical system
13333,2025-12-17 09:00,2025-12-17,AMZN,,real news,17.62,0.415,0.571,HAProxy Technologies Announces Availability of HAProxy Community Performance Packages Compiled with AWS-LC
13375,2025-12-18 01:28,2025-12-18,NVDA,,real news,16.87,0.483,0.687,Nvidia Director Sells $44 Million Stake That He's Held Since 1997 — Long Before The AI Boom And Even The
13401,2025-12-18 11:05,2025-12-18,GOOG,GOOGL|ORCL,real news,16.87,0.483,0.687,"Trump Media Fusion Deal: Donald Trump Joins Google, Chevron, Goldman Sachs In High‑Stakes Nuclear Energy"
13488,2025-12-22 02:28,2025-12-22,NVDA,,real news,14.08,0.557,0.825,Tencent Taps Nvidia Blackwell AI Chips Through Japan Cloud Deal Despite Trump Warning They Won't Be Avail
13505,2025-12-22 11:02,2025-12-22,NVDA,MCHP|AMD,real news,14.08,0.557,0.825,Hong Kong Chip Frenzy Enters AI Lane With This IPO
13532,2025-12-23 07:47,2025-12-23,AMZN,GOOG|GOOGL|META|MSFT|NVDA|ORCL,real news,14.0,0.594,0.869,TikTok Parent ByteDance To Invest $23 Billion In AI To Compete With US Tech Giants: Report - Amazon.com (
13538,2025-12-23 11:19,2025-12-23,NOW,,real news,14.0,0.594,0.869,ServiceNow Moves Into AI-Powered Cybersecurity With $7.75 Billion Acquisition - ServiceNow (NYSE:NOW)
13548,2025-12-23 11:27,2025-12-23,CSCO,,real news,14.0,0.594,0.869,Radware (RDWR) Q3 2024 Earnings Call Transcript | The Motley Fool
13567,2025-12-24 04:15,2025-12-24,NVDA,TSM,real news,13.47,0.563,0.858,Nvidia CEO Jensen Huang's Taiwan Visit Triggers TSMC Factory Frenzy As AI Chip Demand Forces Suppliers In
13572,2025-12-24 07:17,2025-12-24,AMZN,SNOW,real news,13.47,0.563,0.858,Snowflake Mulls $1 Billion Observe Buyout To Sharpen AI Edge - Snowflake (NYSE:SNOW)
13612,2025-12-26 02:51,2025-12-26,CSCO,NVDA,real news,13.6,0.541,0.841,"Chamath Palihapitiya Looks Set To Make A Windfall From Nvidia's Purchase Of Groq, Here Is What The SPAC K"
13661,2025-12-28 16:45,2025-12-26,TXN,ASX,real news,13.6,0.541,0.841,Weebit Nano secures a license agreement with Texas Instruments
13679,2025-12-29 09:00,2025-12-29,INTC,,real news,14.2,0.469,0.722,Nutriband Inc. Signs Agreement to Sell Majority Stake of Subsidiary Pocono Pharmaceutical for $5M USD to EarthVision Bio
13695,2025-12-29 16:45,2025-12-29,APLD,NVDA,real news,14.2,0.469,0.722,"Applied Digital to Spin Out Cloud Business, Proposes Business Combination with EKSO to Launch ChronoScale"
13691,2025-12-29 16:45,2025-12-29,APLD,NVDA,real news,14.2,0.469,0.722,"Applied Digital to Spin Out Cloud Business, Proposes Business Combination with EKSO to Launch ChronoScale"
13712,2025-12-29 21:10,2025-12-29,AMD,AMZN|MSFT|NVDA,real news,14.2,0.469,0.722,"Nvidia, in the Last Days of 2025, Just Made a Game-Changing Move | The Motley Fool"
13710,2025-12-30 06:55,2025-12-30,APLD,NVDA,real news,14.33,0.466,0.686,Why Is Ekso Bionics Stock Soaring Tuesday? - Applied Digital (NASDAQ:APLD)
13721,2025-12-30 10:14,2025-12-30,META,SMCI,real news,14.33,0.466,0.686,Meta Uses the Manus Deal to Anchor AI Spending to Near-Term Revenue | Investing.com
13725,2025-12-30 11:49,2025-12-30,META,,real news,14.33,0.466,0.686,"Meta Acquires Manus, Betting Big On Action-Driven AI - Meta Platforms (NASDAQ:META)"
13731,2025-12-30 18:58,2025-12-30,GOOG,GOOGL|NVDA,real news,14.33,0.466,0.686,Nvidia Eyes Another Talent-Focused Acquisition: Report - NVIDIA (NASDAQ:NVDA)
13742,2025-12-31 07:46,2025-12-31,AVGO,CRWD|DELL|HPE|IBM|LNVGY|NTAP,real news,14.95,0.513,0.738,The Quantum Shield: Hardening AI & Critical Infrastructure
13749,2025-12-31 10:08,2025-12-31,SMCI,,real news,14.95,0.513,0.738,EdgeMode Issues Year-End Shareholder Letter Reflecting on 2025 Milestones and Momentum Heading Into 2026
13787,2026-01-02 06:08,2026-01-02,NVDA,,real news,14.51,0.421,0.56,"Baidu Begins 2026 With A Strong AI Move, Stock Soars - Baidu (NASDAQ:BIDU)"
13844,2026-01-05 05:00,2026-01-05,AMBA,,real news,14.9,0.412,0.491,Ambarella Launches Powerful Edge AI 8K Vision SoC With Industry-Leading AI and Multi-Sensor Perception Performance
13870,2026-01-05 16:49,2026-01-05,NVDA,,real news,14.9,0.412,0.491,"NVIDIA Announces Alpamayo Family of Open-Source AI Models and Tools to Accelerate Safe, Reasoning-Based Autonomous Vehicle Development"
13878,2026-01-05 18:00,2026-01-05,NVDA,FORM,real news,14.9,0.412,0.491,Magna to Offer DRIVE Hyperion-Compatible ECUs and Tier-1 Integration Services for NVIDIA DRIVE AV
13874,2026-01-05 18:00,2026-01-05,MSFT,NVDA,real news,14.9,0.412,0.491,"Cerence xUI, Leveraging NVIDIA AI Enterprise and Running on Microsoft Azure, Drives Strong Traction with Automakers"
13879,2026-01-05 18:00,2026-01-05,MSFT,NVDA|COHR,real news,14.9,0.412,0.491,VAST Data Redesigns AI Inference Architecture for the Agentic Era with NVIDIA
13880,2026-01-05 18:00,2026-01-05,NVDA,AMD,real news,14.9,0.412,0.491,Nvidia Unveils Alpamayo AI: 'Chat-GPT Moment' For Cars - NVIDIA (NASDAQ:NVDA)
13902,2026-01-06 05:00,2026-01-06,NVDA,,real news,14.75,0.411,0.425,What's Going On With CoreWeave Stock Tuesday? - CoreWeave (NASDAQ:CRWV)
13908,2026-01-06 07:00,2026-01-06,AMZN,META|NVDA,real news,14.75,0.411,0.425,BitMEX Launches Equity Perps for 24/7 Stock Trading
13916,2026-01-06 10:00,2026-01-06,NVDA,,real news,14.75,0.411,0.425,"Swift Navigation Breaks the Autonomy Cost Barrier, Integrating High-Integrity GNSS with NVIDIA DRIVE AGX Platform"
13919,2026-01-06 10:15,2026-01-06,MRVL,,real news,14.75,0.411,0.425,Why Is Marvell Technology Stock Gaining Tuesday? - Marvell Technology (NASDAQ:MRVL)
13942,2026-01-06 18:15,2026-01-06,AMZN,META|NVDA,real news,14.75,0.411,0.425,BitMEX lanza Equity Perps para trading de acciones 24/7
13972,2026-01-07 09:00,2026-01-07,MSFT,,real news,15.38,0.38,0.389,Nerdio Strengthens Executive Team with Appointment of Scott Manchester as Chief Product and Technology Officer
13984,2026-01-07 12:49,2026-01-07,NVDA,,real news,15.38,0.38,0.389,China Tells Tech Firms To Stop Nvidia H200 Chip Orders - NVIDIA (NASDAQ:NVDA)
14000,2026-01-07 20:17,2026-01-07,ADBE,META,real news,15.38,0.38,0.389,"UPDATE - 2X Acquires Leading Clay Partner The Kiln, Expands Marketing-as-a-Service to Go-to-Market Orches"
14006,2026-01-08 01:30,2026-01-08,MSFT,,real news,15.45,0.336,0.376,TomTom enhances maps and navigation with Microsoft Azure integration
14016,2026-01-08 08:00,2026-01-08,MSFT,VRT|GEV|CARR,real news,15.45,0.336,0.376,"AirJoule Technologies Begins Net Zero Innovation Hub for Data Centers Program and Advances Commercial Deployment with Google, Microsoft, and Industry Leaders"
14024,2026-01-08 09:00,2026-01-08,AVGO,,real news,15.45,0.336,0.376,11:11 Systems Successfully Completes Acquisition of Ntirety
14022,2026-01-08 09:00,2026-01-08,AVGO,,real news,15.45,0.336,0.376,11:11 Systems Successfully Completes Acquisition of Ntirety
14038,2026-01-08 11:25,2026-01-08,DDOG,SNOW,real news,15.45,0.336,0.376,Snowflake Strengthens AI Moat With Observe Deal - Snowflake (NYSE:SNOW)
14044,2026-01-08 11:40,2026-01-08,NVDA,,real news,15.45,0.336,0.376,"What's Going On With SKYX Platforms Stock Thursday? - NVIDIA (NASDAQ:NVDA), SKYX Platforms (NASDAQ:SKYX)"
14045,2026-01-08 12:11,2026-01-08,IBM,,real news,15.45,0.336,0.376,What's Going On With Datavault AI Stock Thursday? - Datavault AI (NASDAQ:DVLT)
14053,2026-01-08 13:06,2026-01-08,CRWD,,real news,15.45,0.336,0.376,CrowdStrike Targets Next-Gen Identity Protection With SGNL - CrowdStrike Holdings (NASDAQ:CRWD)
14059,2026-01-08 15:00,2026-01-08,DLR,,real news,15.45,0.336,0.376,"Digital Realty Leasing Gains May Be Limited, Analyst Warns - Digital Realty Trust (NYSE:DLR)"
14067,2026-01-08 15:26,2026-01-08,NVDA,,real news,15.45,0.336,0.376,Nvidia Teams Up With Dow's 2025 Champion To Build The Next Era Of AI Machines - Caterpillar (NYSE:CAT)
14072,2026-01-08 17:09,2026-01-08,INTC,,real news,15.45,0.336,0.376,Trump Says Federal Intel Stake Has Made 'Tens Of Billions': Stock Climbs - Intel (NASDAQ:INTC)
14082,2026-01-09 03:58,2026-01-09,GOOG,GOOGL,real news,14.49,0.367,0.436,"Google Bets On AI To Fix Email Overload With Gemini-Enhanced Gmail— What's New? - Alphabet (NASDAQ:GOOG),"
14090,2026-01-09 07:15,2026-01-09,META,,real news,14.49,0.367,0.436,"Oklo Stock Soars After Meta Locks In 1.2-GW Nuclear Project - Meta Platforms (NASDAQ:META), Oklo (NYSE:OK"
14095,2026-01-09 08:32,2026-01-09,META,,real news,14.49,0.367,0.436,"Vistra Wins Mega Nuclear Deal With Meta, Stock Jumps - Meta Platforms (NASDAQ:META), Vistra (NYSE:VST)"
14130,2026-01-10 01:05,2026-01-09,AMZN,,real news,14.49,0.367,0.436,"Amazon Proposes First Big-Box Retail Store In Orland Park - Amazon.com (NASDAQ:AMZN), Walmart (NASDAQ:WMT"
14133,2026-01-10 01:33,2026-01-09,GOOG,GOOGL|NVDA,real news,14.49,0.367,0.436,Bitget amplía su colaboración con Ondo y cotiza 98 nuevas acciones y ETF de EE.UU.
14141,2026-01-10 01:33,2026-01-09,GOOG,GOOGL|NVDA,real news,14.49,0.367,0.436,ビットゲット、Ondoとの提携を強化し、米国株とETF98銘柄を新規上場
14175,2026-01-11 10:05,2026-01-09,GOOG,GOOGL,real news,14.49,0.367,0.436,"Commerce Supports Universal Commerce Protocol, Plans to Offer Buying Directly Across Google’s AI Surfaces"
